sep=;
valueInCurrency;valueToReimburse;VatAvgRate;currency;dayInvoice;hourInvoice;dayCreation;hourCreation;Name_EN;merchantCountry;merchantCity;hasPhoto;MerchantName;Source;validated
10,2;10,2;null;EUR;Monday;17;Monday;17;Flight;FR;null;false;null;null;1
1122,78;1122,78;null;EUR;Sunday;9;Friday;11;Car;DE;Baden-Baden;false;Buchbinder;12;1
50,42;20;7;SGD;Monday;5;Monday;15;Meals;SG;null;false;Ichiban Sushi;11;1
21;21;7,7;CHF;Friday;18;Monday;16;Meal expenses;CH;;false;Ol Ltb;13;1
17,45;17,45;1,018;EUR;Tuesday;12;Tuesday;22;Meals;FR;Paris;false;Monoprix;12;1
32;32;null;EUR;Monday;11;Monday;14;Entertainment;FR;null;false;null;11;1
83,12;83,12;null;EUR;Wednesday;11;Tuesday;9;Hotel + breakfast;FR;null;false;null;11;1
27,6;27,6;null;EUR;Thursday;11;Friday;17;Reception expenses;FR;null;false;BOULANGERIE ANGE;11;1
15,47;15,47;null;EUR;Wednesday;10;Wednesday;11;Mileage expense;FR;Nancy;true;null;13;1
13,4;13,4;6;EUR;Monday;13;Wednesday;8;Postal charges;PT;Lisboa;false;Ctt Corretos De Portugal Sa Soc;13;1
10,2;10,2;null;EUR;Saturday;0;Tuesday;12;Flight;FR;null;false;null;null;1
172,75;172,75;1;EUR;Wednesday;23;Friday;9;Lodging Paris/Abroad;FR;Paris;false;La Renaissance;11;1
37,6;37,6;null;EUR;Friday;15;Friday;15;Transportation;FR;;false;;13;1
23;23;null;EUR;Monday;19;Sunday;18;Hotel Province;FR;null;false;Ibis;13;1
113,15;113,15;10;EUR;Monday;14;Tuesday;20;Meals;ES;Valencia;false;Amparo Madrigal Ballester L;13;1
15,99;15,99;null;EUR;Wednesday;8;Thursday;12;Services;US;New York;false;Tailorbrands;11;1
158,46;158,46;null;EUR;Friday;10;Monday;7;Mileage expense;FR;La Rochelle;false;null;11;1
9,67;9,67;20;EUR;Thursday;5;Tuesday;13;Misc;FR;null;false;Original Folio 1/1;12;1
52;52;20;EUR;Saturday;8;Saturday;8;Diesel;FR;La Crau;false;Carrefour;13;1
110;110;null;TND;Monday;22;Tuesday;12;Car;TN;;false;;13;1
7,02;7,02;23;EUR;Friday;13;Saturday;22;Equipment;PT;SetÃºbal;false;Gersal;13;1
69,28;69,28;null;KRW;Saturday;7;Sunday;9;Taxi;KR;null;false;Receipt;11;1
108;108;10;EUR;Friday;13;Friday;19;Meals;FR;;false;La Closerie;13;1
90,01;90,01;20;EUR;Thursday;16;Saturday;14;Diesel;FR;;false;Ar Vivo;13;1
249,32;249,32;null;CHF;Wednesday;11;Friday;13;Flight;FR;null;false;null;11;1
115,19;115,19;null;EUR;Monday;11;Monday;16;Mileage expense;FR;BaugÃ© en Anjou;false;null;11;1
26,11;26,11;null;EUR;Wednesday;10;Thursday;7;Mileage expense;FR;Les Herbiers;true;null;11;1
74,39;74,39;null;EUR;Wednesday;11;Thursday;16;Mileage expense;FR;Nueil-les-Aubiers, France;false;null;11;1
18,4;17;null;EUR;Thursday;11;Thursday;11;Repas seul Midi Province;FR;null;false;null;13;1
75,2;75,2;10;EUR;Friday;13;Monday;10;Transportation;FR;null;false;Ratp;11;1
150;150;30;EUR;Monday;11;Monday;3;Flight;DE;null;false;null;11;1
7;7;null;EUR;Monday;17;Tuesday;7;PÃ©age;FR;null;false;null;13;1
46,69;46,69;null;EUR;Thursday;11;Saturday;9;Mileage expense;FR;Laval;true;null;11;1
22,01;22,01;null;EUR;Friday;11;Saturday;9;Mileage expense;FR;Montauban;true;null;11;1
57,9;57,9;null;EUR;Monday;11;Tuesday;9;Mileage expense;FR;Annecy;true;null;11;1
25,95;25,95;null;EUR;Tuesday;11;Friday;20;Mileage expense;FR;Nice;true;null;11;1
299,99;299,99;20;EUR;Wednesday;2;Friday;11;Equipment;FR;Argenteuil;false;Darty;0;1
68,04;68,04;null;EUR;Thursday;10;Thursday;11;Mileage expense;FR;Oiry;true;null;11;1
68,93;34,46;null;EUR;Friday;11;Wednesday;11;Transportation;FR;null;false;null;11;1
12,73;12,73;null;EUR;Tuesday;11;Wednesday;14;Visas;ES;;false;;11;1
697,12;697,12;21;EUR;Friday;18;Monday;8;Fuel;NL;Den Haag;false;Total;13;1
43,85;43,85;null;EUR;Wednesday;13;Monday;8;Taxi;NL;Amsterdam;false;Mh Amsterdam;12;1
28476,03;28476,03;null;EUR;Monday;10;Monday;13;Entertainment;FR;null;false;Bordereau De Remises De Virements;11;1
48,8;48,8;20;EUR;Wednesday;13;Wednesday;16;Toll;FR;MontluÃ§on;false;Cofiroute;12;1
250;250;null;EUR;Monday;11;Friday;16;Services;FR;;false;Finances Publiques;12;1
368,49;368,49;null;BRL;Monday;15;Wednesday;19;Mileage expense;BR;SP;true;null;11;1
140,78;140,78;null;EUR;Thursday;11;Saturday;9;Mileage;FR;Ã‰pernay;true;null;11;1
81,44;81,44;null;EUR;Wednesday;11;Wednesday;8;Mileage;FR;Nancy;true;null;11;1
6,5;6,5;10;EUR;Tuesday;8;Sunday;9;Meals;FR;Lattes;false;Mc Donald's;12;1
509;509;20;EUR;Monday;0;Tuesday;10;Equipment;FR;FÃ©camp;false;Leclerc;12;1
10,2;10,2;null;EUR;Wednesday;16;Wednesday;16;Meals;FR;null;false;null;11;1
110;110;null;EUR;Wednesday;12;Tuesday;17;Fuel;ES;Barcelona;false;gasolinera;12;1
590;590;null;HKD;Wednesday;8;Wednesday;13;Meals;HK;;false;Din Ry Fung 7;13;1
229;100;null;EUR;Tuesday;11;Tuesday;16;Home office equipment;FR;null;false;null;11;1
29,78;29,78;null;CHF;Tuesday;9;Tuesday;9;F &B;CH;Montreux;false;;12;1
20;20;null;EUR;Tuesday;10;Tuesday;7;Phone;FR;null;false;null;11;1
20;20;20;EUR;Friday;10;Friday;7;Phone;FR;null;false;null;11;1
128,56;128,56;15,6;EUR;Wednesday;16;Sunday;13;Meals;FR;Coutances;false;E.leclerc;12;1
8,5;8,5;null;EUR;Wednesday;13;Monday;13;Expenses for Cars (Repair,...);DE;null;false;Abriss Bitte Mitnehmen;13;1
10,5;10,5;10;EUR;Thursday;10;Thursday;11;Meals;FR;Blagnac;false;Burger King;12;1
63,44;63,44;null;EUR;Tuesday;10;Tuesday;7;Mileage expense;FR;Aix-en-Provence;true;null;11;1
489,34;489,34;20;EUR;Tuesday;0;Friday;6;Car;FR;Ã‰cully;false;Feu Vert;13;1
43,98;43,98;20;EUR;Thursday;1;Monday;12;Phone;FR;Lyon;false;Orange;11;1
848;848;0;EUR;Tuesday;0;Tuesday;14;Car;FR;Colmar;false;JFK;0;1
150;150;30;EUR;Wednesday;11;Wednesday;12;Flight;DE;null;false;null;11;1
51,42;51,42;null;EUR;Wednesday;23;Monday;9;Misc;BE;Brussel;false;Proximus;11;1
61,7;61,7;10,7;EUR;Thursday;13;Wednesday;6;Meals;FR;Parigny;false;Dahu;12;1
104,33;104,33;3;EUR;Wednesday;14;Monday;16;Lodging;LU;Luxembourg;false;Airbnb;11;1
100;100;null;EUR;Thursday;10;Friday;7;Car allowance;FR;Fleury-MÃ©rogis;true;null;11;1
22;22;20;EUR;Monday;10;Monday;13;Misc;FR;Nice;false;DÃ©lice Ice;13;1
15,2;15,2;null;EUR;Wednesday;11;Friday;7;Parking;FR;null;false;null;11;1
82;82;20;EUR;Sunday;23;Wednesday;20;Equipment;FR;;false;Capital 9 1 VÃ©hicule ContrÃ´lÃ©;12;1
49920;49920;null;MAD;Wednesday;1;Wednesday;3;Equipment;MA;Casablanca;false;7 Societe Icomel Sarl;13;1
2447,25;2447,25;null;EUR;Tuesday;8;Tuesday;14;Mileage expense;FR;Lyon, France;false;null;11;1
50,99;50,99;20;EUR;Sunday;15;Tuesday;15;Equipment;FR;null;false;Fnac;12;1
236;200;null;EUR;Thursday;0;Wednesday;16;DINER D'AFFAIRE;FR;Paris;true;Solstice;12;1
83,5;83,5;1,984;EUR;Monday;10;Tuesday;11;Meals;FR;Lille;false;L'Ã©picerie;11;1
179;179;null;EUR;Saturday;13;Friday;10;IT SUPPLIES;FR;Paris;false;Etablissements Darty Et Fils;13;1
88;88;null;EUR;Thursday;5;Tuesday;15;Transportation;FR;Paris;false;Le Nantes;13;1
8,85;8,85;null;ZAR;Tuesday;22;Monday;11;Taxi;ZA;Centurion;false;Text Box;null;1
3,74;3,74;null;TND;Wednesday;8;Wednesday;9;Lodging;TN;null;false;Fn Alt;12;1
1520,73;1520,73;21;EUR;Saturday;12;Sunday;19;Misc;NL;Leiden;false;Basta;13;1
277,7;277,7;null;EUR;Wednesday;10;Thursday;10;Invitation;FR;;false;Casino;12;1
123;123;20;EUR;Wednesday;1;Wednesday;6;Phone;FR;Montauban;false;Orange;12;1
10,2;10,2;null;EUR;Thursday;17;Thursday;17;Flight;FR;null;false;null;null;1
10,2;10,2;null;EUR;Thursday;17;Thursday;17;Flight;FR;null;false;null;null;1
15,12;15,12;20;EUR;Monday;6;Monday;10;Phone;FR;Paris;false;Orange;11;1
1000;1000;10;EUR;Wednesday;11;Wednesday;12;Flight;FR;null;false;null;11;1
37,6;30;null;EUR;Monday;21;Wednesday;7;Dinner Paris/IDF alone;FR;Paris;false;Au Cafe Jaby;11;1
100,12;100,12;null;EUR;Monday;17;Monday;17;Flight;FR;null;false;null;null;1
1000;1000;null;EUR;Monday;17;Monday;17;Flight;FR;null;false;null;null;1
12,2;12,2;null;EUR;Wednesday;11;Wednesday;9;Parking / estacionamiento;ES;null;false;null;11;1
52,27;52,27;20;EUR;Wednesday;3;Wednesday;11;Misc;FR;Paris;false;Icloud;0;1
18,52;18,52;null;EUR;Wednesday;11;Tuesday;16;Meals;FR;Cergy;false;Merci Pour Votre Pourboire Julie;11;1
187,66;187,66;null;EUR;Tuesday;11;Tuesday;11;Mileage expense;FR;null;true;null;11;1
16;16;5,5;EUR;Tuesday;7;Tuesday;13;RECEPTION;FR;Paris;false;La Matinale;13;1
150;150;30;EUR;Monday;11;Monday;3;Flight;DE;null;false;null;11;1
19;19;10;EUR;Tuesday;11;Friday;20;Transportation;FR;Paris;false;Trajet Aller;13;1
269;269;null;EUR;Tuesday;20;Thursday;15;Transportation;FR;Cette;false;Sncf;13;1
434,28;434,28;10;EUR;Friday;8;Tuesday;13;PLANE;FR;Paris;false;Internet Vrww Bcdtraval Ir;12;1
6;6;10;EUR;Monday;7;Tuesday;12;Taxi;ES;Barcelona;false;Servei Taxi - Oleg Skiba;11;1
116,29;116,29;20;EUR;Wednesday;22;Saturday;8;Phone;FR;Paris;false;Bouygues;5;1
93,87;93,87;20;EUR;Tuesday;23;Friday;4;Phone;FR;Paris;false;Bouygues;5;1
146,67;146,67;null;GBP;Friday;1;Monday;10;Crew Hotel;GB;Farnborough;false;Aviator;13;1
120;120;10,2;EUR;Friday;11;Wednesday;9;Crew Hotel;AT;Wien;false;Intercontinental;12;1
224,04;224,04;10;RON;Wednesday;6;Sunday;10;Crew Hotel;AT;Vienna;false;Nh Management Dlaun Jer Uil;13;1
129;129;10;EUR;Saturday;11;Monday;10;Crew Hotel;FR;Paris;false;Ac Ac Hotel Paris Le Bourget Airport Dugny;13;1
647,01;647,01;null;EUR;Thursday;12;Saturday;13;Crew Hotel;FR;Paris;false;Niepceparis;13;1
1021,31;1021,31;null;USD;Saturday;9;Sunday;16;Crew Hotel;US;Vienna;false;Marriott St Louis Airport Marriott Guest Folio;13;1
56;56;null;EUR;Monday;19;Tuesday;10;Meals;FR;Paris;false;Le Dalou;12;1
13,3;13,3;null;EUR;Friday;11;Tuesday;8;Parking;FR;null;false;null;11;1
10,2;10,2;null;EUR;Saturday;0;Wednesday;14;Flight;FR;null;false;null;null;1
98,95;98,95;null;EUR;Thursday;10;Friday;6;Mileage expense;DE;Lage;true;null;11;1
9,88;9,88;null;EUR;Thursday;11;Wednesday;14;Mileage expense;FR;Lessay;true;null;11;1
59,68;59,68;null;EUR;Tuesday;11;Tuesday;9;Mileage expense;FR;Cesson-SÃ©vignÃ©;true;null;11;1
27,68;27,68;null;EUR;Thursday;11;Monday;16;Mileage expense;FR;Avranches;true;null;11;1
36,59;36,59;null;EUR;Tuesday;11;Tuesday;9;Mileage expense;FR;ChangÃ©;true;null;11;1
107,1;107,1;null;EUR;Thursday;11;Wednesday;11;Mileage expense;FR;Vire-Normandie;true;null;11;1
16,64;16,64;null;EUR;Saturday;11;Tuesday;8;Mileage expense;FR;Formigny La Bataille;true;null;11;1
117,8;117,8;null;EUR;Thursday;11;Wednesday;8;Mileage expense;FR;FougÃ¨res;true;null;11;1
97,38;97,38;null;EUR;Wednesday;11;Saturday;7;Mileage expense;FR;Angers;true;null;11;1
23,61;23,61;null;EUR;Wednesday;11;Tuesday;13;Mileage expense;FR;Villers-Bocage;true;null;11;1
109,5;109,5;1,088;EUR;Thursday;23;Monday;7;Lodging;FR;Flers;false;Abm;0;1
317;317;null;EUR;Saturday;21;Saturday;21;Dinner;FR;Rueil Malmaison;false;Chie;12;1
22,8;22,8;10;EUR;Monday;11;Monday;7;Transportation;FR;;false;Ratp;13;1
8,24;8,24;5,5;EUR;Thursday;14;Tuesday;13;Meals;FR;Paris;false;Monoprix;13;1
115,02;115,02;20;EUR;Monday;9;Monday;9;Fuel;FR;;false;Code Bar;13;1
110;110;20;EUR;Thursday;10;Thursday;10;Fuel;FR;;false;Intermarche;13;1
5;5;20;EUR;Friday;14;Sunday;14;Fuel;FR;Amberieu En Bugey;false;Intermarche;12;1
43,43;43,43;20;EUR;Friday;0;Friday;5;Phone;FR;null;false;Bobet Materiel;11;1
324,91;324,91;null;EUR;Friday;10;Friday;15;Lodging;FR;null;false;null;11;1
298,56;298,56;10;EUR;Thursday;10;Friday;9;Lodging;FR;null;false;null;11;1
21,47;21,47;null;EUR;Wednesday;8;Monday;8;Mileage expense;FR;Insming;true;null;12;1
31,48;31,48;null;EUR;Wednesday;17;Wednesday;18;Carburant;FR;null;false;null;12;1
5;5;19,9;EUR;Tuesday;11;Wednesday;16;Parking;FR;null;false;null;11;1
22,18;22,18;19;EUR;Monday;12;Monday;8;Automotive fuel;DE;null;false;Shell;0;1
94,34;94,34;20;EUR;Tuesday;6;Wednesday;9;Carburant;FR;;false;;12;1
50,22;50,22;20;EUR;Thursday;10;Thursday;20;Diesel;FR;Bonneville;false;Carrefour;12;1
42,5;42,5;20;EUR;Tuesday;11;Friday;11;Diesel;FR;;false;Intermarche;12;1
35;35;20;EUR;Sunday;14;Sunday;17;Diesel;FR;Villeurbanne;false;Total;13;1
27,53;27,53;null;EUR;Tuesday;11;Tuesday;10;Mileage expenses;FR;null;true;null;11;1
17,72;17,72;null;EUR;Wednesday;11;Monday;10;Mileage expenses;FR;null;true;null;11;1
76,55;76,55;20;EUR;Friday;12;Friday;8;Diesel for passenger cars;FR;;false;Total;13;1
37,96;37,96;null;USD;Wednesday;13;Thursday;13;Mileage expense;FR;Pont-Ã -Mousson;true;null;12;1
149,1;149,1;null;EUR;Monday;22;Tuesday;14;Fuel;DE;Koln;false;Reisekostenabrechnung;11;1
10,03;10,03;null;CAD;Tuesday;5;Wednesday;13;Postal charges;CA;MontrÃ©al;false;Saint-denis;13;1
4,4;4,4;6;EUR;Tuesday;11;Tuesday;13;Transportation;PT;null;false;null;11;1
18;18;null;EUR;Friday;11;Monday;6;Meals;FR;null;false;null;11;1
1,7;1,7;10;EUR;Friday;8;Friday;8;Meals;FR;Montauban;false;Garden Ice CafÃ©;12;1
18,45;18,45;1,593;EUR;Tuesday;8;Tuesday;13;Others;FR;Paris;false;Franprix;13;1
740;740;null;HKD;Monday;13;Monday;13;Services;HK;;false;;13;1
100;100;null;EUR;Tuesday;0;Monday;21;Taxi;FR;Sallanches;false;Happee;13;1
728,25;728,25;20;EUR;Tuesday;11;Wednesday;16;Vehicle;FR;null;false;La Capitale;11;1
110,53;110,53;null;CHF;Friday;10;Friday;9;Mileage allowances 0,70 ct;CH;Kloten;false;null;11;1
40,97;40,97;null;EUR;Wednesday;11;Wednesday;14;Frais KilomÃ©triques;FR;Drusenheim;true;null;11;1
10;10;null;EUR;Tuesday;11;Tuesday;8;Misc;FR;null;false;null;11;1
100;100;null;TND;Monday;12;Monday;16;Entertainment;TN;null;false;null;11;1
101,12;101,12;null;AED;Sunday;12;Sunday;6;Equipment;AE;Dubai;false;Bsimadho P Exhibition;13;1
878,99;878,99;20;EUR;Thursday;10;Monday;9;Transportation;FR;Antony;false;Lmnext Fr;11;1
73,71;73,71;null;EUR;Tuesday;11;Tuesday;17;Mileage expense;FR;Rouen;true;null;11;1
72000;72000;null;MGA;Monday;9;Tuesday;6;Taxi Charges;MG;null;false;null;11;1
20;20;null;USD;Thursday;11;Thursday;14;Car;US;null;false;null;11;1
200;200;20;EUR;Thursday;11;Thursday;11;Flight;FR;null;false;null;11;1
21,15;21,15;null;EUR;Thursday;2;Monday;7;LOCOMOCION;ES;Madrid;false;Elparking;0;1
126,41;126,41;20;EUR;Saturday;10;Saturday;10;Diesel;FR;thones;false;Carrefour;12;1
126,92;126,92;20;EUR;Wednesday;17;Wednesday;17;Diesel;FR;villards sur thones;false;Intermarche;12;1
109,9;109,9;10;EUR;Saturday;0;Wednesday;10;Lodging;ES;Sevilla;false;Avancc-e Consulteria Y Formacion;13;1
9;9;null;EUR;Monday;13;Monday;13;Postal charges;FR;Paris;false;Fedex;0;1
61,06;61,06;null;EUR;Tuesday;18;Tuesday;19;Fuel;FR;;false;Totalenergies;13;1
1434,86;1434,86;null;EUR;Thursday;10;Friday;10;Equipment;FR;Paris;false;NumÃ©ro De;11;1
69,8;69,8;7,7;CHF;Monday;18;Tuesday;11;Computer fees;CH;null;false;Linkedin Ireland Unlimited;11;1
112,73;112,73;20;EUR;Friday;10;Friday;10;Diesel Camion;FR;Cestas;false;Shell;13;1
361,1;361,1;10;EUR;Tuesday;13;Tuesday;16;Lunch;FR;Paris;false;Miss-KO;13;1
64,2;64,2;20;EUR;Saturday;12;Friday;14;Misc;FR;null;false;Ikea;13;1
419,96;419,96;null;EUR;Tuesday;11;Tuesday;15;Misc;FR;Paris;false;Tcpdf;11;1
120,18;120,18;null;EUR;Friday;11;Saturday;11;Frais kilometriques;FR;10 AllÃ©e Robert Besson, Clichy-sous-Bois, France;true;null;11;1
359,9;359,9;null;EUR;Friday;10;Monday;7;Frais kilometriques;FR;169 Avenue de Bretagne, Lille, France;true;null;11;1
49,51;49,51;7;EUR;Monday;10;Monday;7;RECEPTION;FR;Saint Nazaire;false;Anthaldis;12;1
89,9;89,9;null;EUR;Wednesday;13;Wednesday;13;RECEPTION;FR;null;false;Total;null;1
38,8;38,8;10;EUR;Tuesday;11;Thursday;9;RECEPTION;FR;null;false;null;11;1
39;39;1,547;EUR;Friday;10;Monday;14;RECEPTION;FR;null;false;CotÃ© Piste;11;1
42,41;42,41;11,9;EUR;Thursday;0;Tuesday;13;RECEPTION;FR;Laval;false;La Terrasse;12;1
58,5;58,5;2,468;EUR;Friday;11;Friday;15;RECEPTION;FR;null;false;La SabliÃ¨re;13;1
42,01;42,01;null;EUR;Thursday;11;Monday;13;Mileage expense;FR;null;true;null;11;1
92,86;92,86;null;EUR;Monday;0;Monday;11;Mileage expense;FR;Sainghin-en-MÃ©lantois, France;false;null;13;1
8,8;8,8;null;EUR;Friday;10;Friday;13;Mileage expense;FR;GrÃ©villers;true;null;11;1
129,6;129,6;20;EUR;Wednesday;10;Thursday;8;Equipment;FR;OrlÃ©ans;false;Champ De Mars;11;1
101,1;101,1;10;EUR;Thursday;11;Friday;2;Meals;FR;null;false;null;11;1
124,36;124,36;null;EUR;Friday;0;Friday;21;Mileage expense;FR;Rumilly, France;false;null;13;1
13;13;10;EUR;Friday;10;Wednesday;6;Meals;FR;;false;Le Comptoir;12;1
111,84;111,84;null;GBP;Friday;16;Saturday;12;Handling/Landing AC;GB;Slough;false;12 36 Ilte;13;1
655,28;655,28;null;EUR;Wednesday;2;Wednesday;22;Handling/Landing AC;IT;Milan;false;Partita Iva N;12;1
12,85;12,85;10;EUR;Tuesday;11;Monday;9;Meals;FR;ChÃ¢lons En Champagne;false;Flunch;13;1
24,85;24,85;null;EUR;Tuesday;10;Tuesday;10;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
14,56;14,56;null;EUR;Friday;6;Friday;6;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
25,7;25,7;null;EUR;Friday;12;Friday;12;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
54;54;1,231;EUR;Monday;12;Tuesday;7;Restaurant - Lunch;FR;null;false;Les Platanes;13;1
56;56;null;EUR;Thursday;12;Tuesday;10;Meals;ES;null;true;Centro Gerencial Las Margaritas;13;1
26,55;26,55;8,8;EUR;Wednesday;12;Wednesday;12;Meals;FR;;false;Gourmandise;13;1
525,18;525,18;null;GBP;Monday;20;Monday;18;Rent;GB;London;false;Revolut;12;1
39,9;39,9;10;EUR;Saturday;18;Tuesday;7;Internet;FR;Courbevoie;false;Paul;11;1
2,75;2,75;20;EUR;Saturday;0;Friday;10;Equipment;FR;jarnac;true;F Jarnac;12;1
7,15;7,15;20;EUR;Wednesday;9;Thursday;7;Parking;FR;Lyon;false;Laisser;13;1
150;150;30;EUR;Thursday;11;Thursday;17;Flight;DE;null;false;null;11;1
12,44;12,44;null;EUR;Monday;11;Monday;16;Meals;FR;;false;;11;1
45,87;45,87;5,5;EUR;Wednesday;17;Thursday;12;Meals;FR;Paris;false;Vendeur Caroline;null;1
11,99;11,99;20;EUR;Sunday;1;Monday;8;Services;IE;Dublin;false;Adobe;11;1
250;250;null;EUR;Friday;11;Friday;10;LUNCH;FR;null;false;null;11;1
20,48;20,48;null;EUR;Tuesday;11;Tuesday;13;Frais kilomÃ©triques;FR;BoÃ«n-sur-Lignon;true;null;11;1
13,09;13,09;null;EUR;Monday;11;Wednesday;8;Frais kilomÃ©triques;FR;LÃ©pin-le-Lac;true;null;11;1
57,72;57,72;null;EUR;Tuesday;12;Thursday;12;Mileage expense;FR;Avignon;true;null;13;1
72;72;null;EUR;Thursday;11;Saturday;8;BUDGET DELEGUE DA;FR;null;false;null;11;1
187,2;187,2;20;EUR;Wednesday;17;Tuesday;13;Lodging;FR;Paris;false;Pipedrive Ou;11;1
24,9;24,9;10;EUR;Wednesday;23;Tuesday;13;Taxi;FR;Paris;false;Transsopco France Sas;11;1
47,94;47,94;0;CHF;Thursday;20;Thursday;20;Meals;CH;;true;Ompta;12;1
10,2;10,2;null;EUR;Tuesday;15;Tuesday;15;Flight;FR;null;false;null;null;1
10,2;10,2;null;EUR;Tuesday;15;Tuesday;15;Flight;FR;null;false;null;null;1
77,27;77,27;null;EUR;Wednesday;11;Thursday;14;Mileage expense;FR;AlÃ¨s;false;null;11;1
151;151;10;EUR;Thursday;12;Thursday;17;Meals;FR;Nanterre;false;Illy;12;1
5,75;5,75;5,5;EUR;Friday;5;Thursday;7;Evenmt Salti hors midi;FR;null;false;La Boulangerie Du Coin;13;1
70,34;70,34;null;EUR;Monday;19;Monday;19;Mileage expense;FR;Villeneuve-d'Ascq;true;null;13;1
37;37;null;TRY;Monday;8;Monday;12;26-Fuel;TR;null;false;Londra Asfalti Cad.no 11;11;1
31,49;31,49;null;MUR;Friday;7;Monday;14;26-Fuel;FR;;false;Total Serv Stn-b Vue;13;1
47,6;47,6;null;EUR;Tuesday;18;Friday;14;Cadeaux;FR;;false;E.leclerc;13;1
10,2;10,2;null;EUR;Tuesday;13;Tuesday;13;Flight;FR;null;false;null;null;1
5;5;null;EUR;Thursday;10;Thursday;14;Parking;FR;null;false;null;11;1
83,66;83,66;10;EUR;Wednesday;0;Wednesday;16;Lodging;FR;LucÃ©;false;Carrefour;13;1
1000;1000;null;EUR;Thursday;14;Thursday;14;Flight;FR;null;false;null;null;1
15,5;15,5;0,473;EUR;Saturday;10;Thursday;13;Meals;FR;Poitiers;false;Deliveroo France Sas;13;1
138,49;138,49;null;EUR;Saturday;11;Sunday;11;Lodging;FR;Lanester;false;Airbnb;11;1
52,35;52,35;null;EUR;Thursday;9;Thursday;10;Taxi;FR;Paris;false;Uber;13;1
125,05;125,05;20;EUR;Friday;10;Friday;10;Office supplies;FR;;false;;null;1
54;54;20;EUR;Wednesday;17;Wednesday;14;Diesel;FR;null;false;L P Jallais;13;1
25,5;25,5;7,7;CHF;Tuesday;1;Thursday;12;Phone;CH;Bern;false;Swisscom;13;1
29,85;29,85;null;CHF;Friday;2;Thursday;14;Phone;CH;Bern;false;Swisscom Rechnung;13;1
25,5;25,5;7,7;CHF;Saturday;1;Monday;14;Phone;CH;Bern;false;Swisscom Rechnung;13;1
28,5;28,5;7,7;CHF;Friday;1;Friday;7;Phone;CH;Bern;false;Swisscom;13;1
29,85;29,85;7,7;CHF;Thursday;1;Monday;8;Phone;CH;Bern;false;Swisscom Rechnung;13;1
31,05;31,05;7,7;CHF;Tuesday;2;Wednesday;12;Phone;CH;Bern;false;Swisscom Rechnung;13;1
734,24;734,24;null;EUR;Friday;11;Friday;14;Mileage expense;FR;Missillac;true;null;11;1
309,13;309,13;null;EUR;Thursday;12;Monday;9;Mileage expense;FR;Martigues, Martigues, France;true;null;11;1
931,02;931,02;null;EUR;Saturday;10;Tuesday;12;Mileage expense;FR;Missillac;true;null;11;1
57;57;10;EUR;Wednesday;22;Saturday;10;Taxi;FR;Montreuil;false;Uber;0;1
4,1;4,1;21;EUR;Tuesday;10;Wednesday;7;Parking;ES;Tarifa;false;Castellano;13;1
35;35;null;EUR;Monday;0;Monday;19;15-Representation, entertainment and reception expenses;BE;;false;Voo;12;1
22,61;22,61;5;GBP;Wednesday;16;Friday;11;Meals;GB;London;false;The Fox;11;1
59;59;null;EUR;Wednesday;10;Monday;15;Week Flat Fee (5 days);DE;null;false;null;11;1
20;20;20;EUR;Thursday;11;Thursday;13;Fuel;FR;null;false;null;11;1
310,03;310,03;null;EUR;Thursday;11;Monday;16;Mileage expense;FR;AUXERRE;true;null;11;1
44,98;44,98;null;EUR;Wednesday;11;Wednesday;14;Mileage expense;FR;Beaune;true;null;11;1
335,62;335,62;2,2;EUR;Thursday;7;Thursday;15;Flight;FR;Paris;false;Airfrance;13;1
168,68;168,68;20;EUR;Friday;10;Sunday;16;Equipment;FR;Lyon;false;Ldlc;0;1
22;22;14,8;EUR;Monday;10;Monday;15;Misc;FR;Paris;false;Cci Paris Ile-de-france;12;1
63,2;63,2;null;EUR;Wednesday;12;Sunday;19;Divers;FR;VitrÃ©;false;IntermarchÃ©;12;1
1000;1000;10;EUR;Monday;11;Monday;9;BUS_MEAL;FR;null;false;null;11;1
16;16;null;EUR;Friday;11;Saturday;9;Home Office;FR;null;false;null;11;1
16;16;null;EUR;Monday;10;Sunday;23;Home Office;FR;null;false;null;11;1
1000;1000;null;EUR;Wednesday;20;Wednesday;20;Flight;FR;null;false;null;null;1
32,5;32,5;12;EUR;Thursday;11;Thursday;11;Repas avec 1 client;FR;Change;false;L'Envol;12;1
34,6;34,6;12,2;EUR;Wednesday;10;Wednesday;17;Repas avec 1 client;FR;ANDOUILLÃ‰;false;AU PIGEON BLANC;12;1
36,1;36,1;11,3;EUR;Wednesday;11;Wednesday;17;Repas avec 1 client;FR;Laval;false;L'envol;12;1
39,8;39,5;12;EUR;Thursday;11;Friday;16;Repas avec 1 client;FR;Chambray-Les-Tours;false;Enlai;12;1
110;110;21;EUR;Thursday;9;Thursday;9;Meals;ES;Madrid;false;Madrid;12;1
5,6;5,6;20;EUR;Sunday;11;Tuesday;10;Parking;FR;la clusaz;false;la clusaz;12;1
10,2;10,2;null;EUR;Monday;16;Monday;16;Flight;FR;null;false;null;null;1
